"Grapes - Red,""1Cu9haD51wbztZCpbVKuqj9UfDENC95fLe"",""$5.55"",""1"","""","""""
"Sunflower Seed Raw,""124Lf4eNGBNy2xvBUBQW3ybJuWSkG6sNMZ"",""$2.81"",""202"","""","""""
"Pork - Liver,""15kXFvRugrtgAKrCZPUoLReS6MPc7a94LW"",""$6.16"",""203"","""","""""
"Numi - Assorted Teas,""18dkzZezWw2zQpVy3AHKwnBvrvJi6vC2qa"",""$0.86"",""204"","""","""""
"Pear - Packum,""1G9fuyf7hsC2HA83rcn9jtPYxsoazyH6hj"",""$3.62"",""205"","""","""""
"Stock - Chicken, White,""14WmXKHjSzAdiiYry3RNPAWYATs5RjZVBi"",""$6.88"",""206"","""","""""
"Vinegar - Red Wine,""1J9rH4JoorSnstWfwqXJcandfKLyscKmwM"",""$7.80"",""207"","""","""""
"Veal - Provimi Inside,""18VtdwKRapNQNyYAoZVXU3XAZ4VAiyNy3S"",""$3.79"",""208"","""","""""
"Water - San Pellegrino,""1NcsckacsKkJ9KqNuVHbQmsynJmQZL8CDr"",""$4.55"",""209"","""","""""
"Salt - Table,""12aXfSuuUjBVH6UevcyYWcTejdMXnuPb1N"",""$7.07"",""210"","""","""""
"Cheese - Parmesan Cubes,""1GHo1X2uiswAgvattdZ7jN3jKPsVLEV2yU"",""$8.07"",""211"","""","""""
"Turnip - White, Organic,""1Aivo3wYdj7H8j8pvhMZehvTXry29u6LHK"",""$8.58"",""212"","""","""""
"Gherkin,""1GFr6yhnBgMFBUCVPiU7BP93hm3Jfjr3Rg"",""$6.73"",""213"","""","""""
"Curry Powder Madras,""1EtRHWmmyLCptUoE3UCF91NoWp3mjZnrGF"",""$6.77"",""214"","""","""""
"Mushroom - Morels, Dry,""1DwbncknT47dVn19VQYyGZbtXeyAktPysA"",""$9.28"",""215"","""","""""
"Bar Special K,""1B5mBgEqLv521ugnXzvvBmfFhk3CuHvP4S"",""$2.05"",""216"","""","""""
"Jam - Raspberry,""1yGg2wUDzJgTBMJC7qNRnCjfHqa4RrV35"",""$6.73"",""217"","""","""""
"Wine - Duboeuf Beaujolais,""1ETxUEjs3RvErxGEREemMiQwmZog9aWftM"",""$5.84"",""218"","""","""""
"Bay Leaf Ground,""1MEEfqqFfwFSyR8ZjgBL4r7caHACD5QjmP"",""$2.69"",""219"","""","""""
"Skirt - 24 Foot,""1Ag9y3Hj3ZG9cFQH7Gu5G6Hbj9NjSwCbZ9"",""$3.05"",""220"","""","""""
"Wine - White, Riesling, Semi - Dry,""1BdGzU3ne58Wb13rVvSCbZq1S7Www8Yuqo"",""$7.89"",""221"","""","""""
"Relish,""1Dd1i7vYSmPYtBsz9RDcLQiwDr4NQxmeKi"",""$3.48"",""222"","""","""""
"Garlic - Peeled,""1NAEfNM2wxPp7YJRxJcrHUtzjAzsTt4NNm"",""$5.72"",""223"","""","""""
"Cloves - Whole,""1J5P1XWQK4x3Lth43yZETuBm59PhFRJKLN"",""$2.96"",""224"","""","""""
"Fib N9 - Prague Powder,""1kmCB4Aj7meUYXAswFPEbsWuqptDkEnRj"",""$2.73"",""225"","""","""""
"Pepper - Chipotle, Canned,""12q8Nv8uFGGipCZFiJEHgTHtBR3G7Gvh6K"",""$9.76"",""226"","""","""""
"Ocean Spray - Kiwi Strawberry,""1Ck9KYL3jyHhmEsj8RaLBWDohBz4oAZYMr"",""$7.87"",""227"","""","""""
"Sauce - Demi Glace,""1HEp5wpXm3SVqQxdqGE8cp7iD43Ka7LrxF"",""$4.21"",""228"","""","""""
"Dill Weed - Fresh,""1AEmM6AjhwnhuU7qvPEQnc9KUdrmY5bZNW"",""$5.52"",""229"","""","""""
"Yucca,""19KKcdgdzDZxz9b1wEFqpXPn5FCr6xQXsX"",""$8.77"",""230"","""","""""
"Graham Cracker Mix,""12pKycgpzSoUYiYqWCbf2y5pYpPa2soNNW"",""$6.27"",""231"","""","""""
"Squash - Butternut,""1J2Bara5DKrqEgZEfcJHSD9ReQJN6ZtbWJ"",""$2.17"",""232"","""","""""
"Beef - Prime Rib Aaa,""1FvjpBukEqSX7tAq418mq5ifnwGKj6shnz"",""$7.08"",""233"","""","""""
"Lemonade - Mandarin, 591 Ml,""1CaaLEp9UWfvsXdwBu9SnoRC9GyucqqC8R"",""$8.97"",""234"","""","""""
"Chip - Potato Dill Pickle,""1P5AcPZgmuusd22ZyS8ZmobH8Xzn56d6Eg"",""$5.98"",""235"","""","""""
"Liners - Baking Cups,""1JU57DZkSqb77rz6xqFW5oDpVxV2siqSTY"",""$1.78"",""236"","""","""""
"Shark - Loin,""13jXn3H9hqMNP61sCzaLPxeLRjuwx36w7U"",""$7.94"",""237"","""","""""
"Bread - Sour Batard,""1JKQ6Vi1aFTRT8mAVHWrHqLK2LSEeZVyW2"",""$1.21"",""238"","""","""""
"Dehydrated Kelp Kombo,""1KFrbwtK3VEeedKTFVzc2dAXBhSAmNdJod"",""$6.92"",""239"","""","""""
"Pork - Hock And Feet Attached,""139Aggx1ieERBnzNeVw9f2KrDuhHFfPAMz"",""$4.88"",""240"","""","""""
"Soup - Base Broth Chix,""1881mctpcmQHtcXv8vfXQcNAYEprZQ3eRS"",""$1.54"",""241"","""","""""
"Lamb - Shanks,""1Mgrz7Q5WURwydBtBPHU8mtHevyYJJ9r2k"",""$1.09"",""242"","""","""""
"Bonito Flakes - Toku Katsuo,""1HGZcTQReGj6s7PQywsCSxUAMz2yYFNXdG"",""$0.38"",""243"","""","""""
"Fond - Chocolate,""16jKVvjYbCYg2LpVuASKzp8hGGBDJwB1EV"",""$4.92"",""244"","""","""""
"Crackers - Trio,""1GQLAUL8a5PuuxxtWjnBp6opoq1z1tMNM7"",""$1.67"",""245"","""","""""
"Sloe Gin - Mcguinness,""1779irobngAd8cBUPMPgo8V1HB4SrwLbnr"",""$1.08"",""246"","""","""""
"Muffin - Banana Nut Individual,""18e1A9S7p8M9wAF5fLyCddFj3xdPn3xxdN"",""$4.29"",""247"","""","""""
"Flour - Masa De Harina Mexican,""1KSNENMz4FPuzcwUYk4xpLiTxqaGVmqtSM"",""$0.96"",""248"","""","""""
"Wine - Taylors Reserve,""15Q2A3iP7W1qcAsgjuaYh2m4QJe5dsS3Md"",""$4.85"",""249"","""","""""
"Thermometer Digital,""1FQHQMXnBPdRAVWUy6VwzWsgb53DCyHV99"",""$6.83"",""250"","""","""""
"Soupfoamcont12oz 112con,""1EyBjY2Hob1G9H6oFA5xXYFPj2MFMoX9CZ"",""$0.91"",""251"","""","""""
"Wine - White, Chardonnay,""12A6zhW2wMnsLkTcogp5ip2HxSxDvCsYpY"",""$1.01"",""252"","""","""""
"Juice - Orange 1.89l,""19MA4HnwV4En35bBAydBFWDFz5E4fc4C1A"",""$5.49"",""253"","""","""""
"Pumpkin,""1PwkGArgzjxgh63XHBuTf2eCVpnnwJXv6U"",""$6.34"",""254"","""","""""
"Schnappes - Peach, Walkers,""16eGENUYMARGM9cRtuGW4qCQnRUzjrMwfb"",""$3.11"",""255"","""","""""
"Ecolab - Hand Soap Form Antibac,""1922XXmoxxxon2sc5ze6UeVAHgMycimo6C"",""$7.33"",""256"","""","""""
"Pastry - Key Limepoppy Seed Tea,""1KdaV9f44Mt6r31bV3vgwdws73rpggkMs7"",""$6.21"",""257"","""","""""
"Extract - Vanilla,artificial,""1Jf3UEVPP3BHPLxyNMkBRb6222jdFsU1cb"",""$3.66"",""258"","""","""""
"Rice - Basmati,""1CNzZWGiySgaPSqwQjvm6Azhxn19hFkNaN"",""$2.23"",""259"","""","""""
"V8 Splash Strawberry Banana,""13seR6mFbBdga22jn94UeLA8VkCorgTNCS"",""$1.83"",""260"","""","""""
"Jameson - Irish Whiskey,""196QmKnqXUnN2LDyWFNLuBktY3bcNC1tpx"",""$8.15"",""261"","""","""""
"Pastry - Key Limepoppy Seed Tea,""12xF97WTP6Lw9j87ByyJibaxPsYfTsb7EX"",""$7.04"",""262"","""","""""
"Chicken Breast Halal,""1jMrDD7CHA7MEtobq8ndasPER1f6YpXT1"",""$9.59"",""263"","""","""""
"Wine - Chateau Timberlay,""1K4tZASKMcvou29jL4Z3JPGTefSdSB5nv5"",""$5.25"",""264"","""","""""
"Wiberg Super Cure,""1FrE8SX7rQuyzeKxhFCP96RT8WUwPxyU4r"",""$8.77"",""265"","""","""""
"Soup - Knorr, Chicken Noodle,""15sZVXR92V5KJVWtbt3f4i47eX7my67dP2"",""$8.81"",""266"","""","""""
"Nut - Cashews, Whole, Raw,""19S562yZEUsmMGQJZUjAQGVoFv5M97B8jp"",""$7.94"",""267"","""","""""
"Wine - Two Oceans Sauvignon,""18vKrCB4ePWUYPAkABzNhEJYH2sdpkTWBW"",""$7.96"",""268"","""","""""
"Corn - On The Cob,""1PVkW5rxv3m4cxWnjfbGtyjx1NWoJyhfBm"",""$7.46"",""269"","""","""""
"Beef - Short Loin,""18HYX7rfJFWrvMvLjhFHYbiqNdXaFrN95Z"",""$4.10"",""270"","""","""""
"Bay Leaf Fresh,""1DegePDPjtHPmcLALZowwNtaGWzD8YB5bD"",""$9.92"",""271"","""","""""
"Tea - Lemon Scented,""1NMSjFapdiBaY17yk5mepSF8bH6ozLTwsb"",""$3.56"",""272"","""","""""
"Wine - Peller Estates Late,""18aeAthM2gmE1aFAHj5Vp9gSRyAZjTVyjF"",""$5.55"",""273"","""","""""
"Beer - Alexander Kieths, Pale Ale,""12ML22ZUVHayZ8DwddGjemYxPSgzQWarxU"",""$7.30"",""274"","""","""""
"Juice - Grape, White,""1DiqeLvQArnSmDxX8215ctGs8BUusz1GNX"",""$1.52"",""275"","""","""""
"Pomegranates,""1FSArUL13SyxQn5Bnf1yX6EHuZK3HuiVdq"",""$5.60"",""276"","""","""""
"Radish,""1NQgWbWc9NJwSmgKw76577fUAtP29wiAXW"",""$6.29"",""277"","""","""""
"Toothpick Frilled,""14zu6RydKzNJzmUHCbpi411bVpHb74Brem"",""$0.16"",""278"","""","""""
"Cranberry Foccacia,""1P62cw7PcrYgX3PGXLrEeh1dX2arGZg8oZ"",""$2.05"",""279"","""","""""
"Cheese - Cheddar, Medium,""1LbHC1a222BGRkoFzrwRq7JS283mdfyf9f"",""$5.74"",""280"","""","""""
"Isomalt,""1BKFmoxjUY6jZGNvmjtsrX8rLRqaJtDTnw"",""$9.55"",""281"","""","""""
"Cinnamon - Ground,""12SU1LyrjSusGDmQZPpDqVdsAhYzxZuNpH"",""$1.93"",""282"","""","""""
"Wine - White, Pelee Island,""1AUgtAezK9diakfVL94MhjtMcFCmSe3qeD"",""$9.27"",""283"","""","""""
"Foam Cup 6 Oz,""1ELv9K5dR3MCBNJpKL4ND9X6fAEhLjXvv8"",""$5.30"",""284"","""","""""
"Lamb - Whole, Frozen,""1KAQ1XPpoR2f9tz6CQnJuY1ke9kv5A5xmE"",""$3.89"",""285"","""","""""
"Bread - French Stick,""1GBpUmmSLLgsQRfwJKTdwKaPDEBXqBc5Fp"",""$8.81"",""286"","""","""""
"Couscous,""1C4K6cWtitxacG5x4LryYeEB5ey5LcasRT"",""$7.92"",""287"","""","""""
"Syrup - Chocolate,""1N4DpPsSpvjy3FSQwmaKzLunUsSEgUvJ1f"",""$5.89"",""288"","""","""""
"Cookies Almond Hazelnut,""1Lkpr4MusggXLgTMfPfJaA4eDLYvchLSRw"",""$2.47"",""289"","""","""""
"Onions - Red Pearl,""1JyFgrvUusra7GkBWArVKmd1KVxfcZeyVw"",""$4.19"",""290"","""","""""
"Dasheen,""1Mv5UBddfMfqWUT7PnfTpdP1nBCrZGNiDa"",""$2.97"",""291"","""","""""
"Scampi Tail,""1Aok3T4zQgYEtU4jgGcJJJgUBWwLZBLeeW"",""$2.51"",""292"","""","""""
"Sauce - Caesar Dressing,""1GASwfCjFfWsvtT4o87td7kohhFi5n7qaa"",""$8.90"",""293"","""","""""
"Mayonnaise - Individual Pkg,""1ENYu8v9n6xvzgzhgWybdFVWfYj8QPGbuu"",""$6.16"",""294"","""","""""
"Cheese - Cheddarsliced,""19DEQRNqmuYqzGwMxQ6Jigge3NCu7gtEVc"",""$8.10"",""295"","""","""""
"Haggis,""1FULcbCH74pSZhBMaGzxsxcg6eMHXoMjP4"",""$8.50"",""296"","""","""""
"Wine - Pinot Noir Latour,""19v6afFisw74TFbyQGCd3JDsozTAD3gHBp"",""$3.36"",""297"","""","""""
"Wine - Guy Sage Touraine,""18wwaV7RvuzX1XYj3u4owbbDVWLbZoseBp"",""$0.17"",""298"","""","""""
"Crab - Dungeness, Whole, live,""1BaKSFjN1MorG79SPxkAHrtFsMCPgfCr7H"",""$6.14"",""299"","""","""""
"Sauce - Hollandaise,""1DCfrqZRebpAsszDWUVDFsRyDedovFsY7E"",""$9.57"",""300"","""","""""
"Extract - Lemon,""15GFapwLs9LAmuhXTbfi17qJXThEo6hj9b"",""$6.06"",""301"","""","""""
"Cheese Cloth No 60,""1Psf1x5DYe6E3zkaQSJMjdmYM4Vubui87o"",""$8.31"",""302"","""","""""
"Muffin - Mix - Mango Sour Cherry,""17eN3e9jcyXFG4sx6nrbcuW1qHjxdCJ3ze"",""$6.52"",""303"","""","""""
"Jam - Marmalade, Orange,""1NnLN6FpiXB2My6NnASBmhCkQSb5nxZy1B"",""$1.60"",""304"","""","""""
"Nantucket - 518ml,""1BmN9s2PguNKzvDqNGtt6zFEYECJR9quZz"",""$1.13"",""305"","""","""""
"Rice - Long Grain,""1BE92RrubpCsMHv6xPs4DhjX4EvdoZNJxn"",""$9.11"",""306"","""","""""
"Wine - Prem Select Charddonany,""1D2LPtWoVyxRLR2mQoEFvK8dh4XjbnyAB3"",""$8.76"",""307"","""","""""
"Tahini Paste,""1NWjHGvCfK2c6Z31kUqA8F6sPTBiscLU3r"",""$9.06"",""308"","""","""""
"Capicola - Hot,""1MECwpB1hvvrWxUQXN51NPnYgdMDfcxAfG"",""$0.60"",""309"","""","""""
"Tomato - Peeled Italian Canned,""1HBtHdkjLgy6fwv8XzroXumgRUEMKGEhJb"",""$3.55"",""310"","""","""""
"Jolt Cola - Red Eye,""1BLRjpycZpm68MUqCgBKdQRbbBXj67nHNj"",""$2.55"",""311"","""","""""
"Oyster - In Shell,""1AoP5YWzzb5oW7PTcPsQQHsmZGXsfzdyA8"",""$2.60"",""312"","""","""""
"Longos - Chicken Cordon Bleu,""1BhD9e8HY12QMay2VYvnmKPvqfxe9x6fwE"",""$4.31"",""313"","""","""""
"Wine - Chateauneuf Du Pape,""1HUCLVcaSPKoewmnGp61auRXUsTEovdEBw"",""$8.12"",""314"","""","""""
"Cheese - Comtomme,""1NtU8cSR7apMiiy6BKztkJcZ8Ej97ZoY6z"",""$8.82"",""315"","""","""""
"Extract - Lemon,""1ARNrJM89Y5q4Y2opB3BdDYw8czVr1dZrf"",""$4.68"",""316"","""","""""
"Venison - Liver,""1Lk7rrdEXeLbs8Quc3THbYSiHRjiLxhoEs"",""$9.23"",""317"","""","""""
"Steampan Lid,""12xzFb3ni5GmHXPBe8UVKY3xMBYaMcTyCc"",""$7.75"",""318"","""","""""
"Sauce - Thousand Island,""1HbQNcnMyxH2yATajjgfiKsQQR9YvStr8v"",""$0.85"",""319"","""","""""
"Syrup - Pancake,""1Q8Dv5z4UVe37bc74tZe8XgFV6C5iPa6a3"",""$2.78"",""320"","""","""""
"Beef - Roasted, Cooked,""1Fd1oSnA92Mi3Ymm6b2gxFrtrwRT7tDMpj"",""$1.82"",""321"","""","""""
"Nut - Macadamia,""141yugEGkWBP6ZiSCStyeGMZnDUV9Kfpy2"",""$3.80"",""322"","""","""""
"Coconut - Creamed, Pure,""19RwiLYKNQPmoWfbndjZ5LZJTxKvoDyL84"",""$3.99"",""323"","""","""""
"Carbonated Water - Peach,""12rc2frDAgiYbWEHX7CSAzk4nNZuAqkQJu"",""$8.38"",""324"","""","""""
"Lamb - Whole, Fresh,""1f3EHvTh9gdjFC7DqkXsEXNmpNQn2nAu9"",""$1.21"",""325"","""","""""
"Chocolate Liqueur - Godet White,""1CaWyNRo4T8HveTVhW7H1o2YeA5jfNrVxQ"",""$1.13"",""326"","""","""""
"Creme De Menth - White,""1BCn44afm9zrZQL7cy1qQabPeBjRK9NsHm"",""$5.14"",""327"","""","""""
"Sloe Gin - Mcguinness,""1GEkWRFr7gRbLhHXFdn4oF1AMBTh7KYMVL"",""$4.86"",""328"","""","""""
"Momiji Oroshi Chili Sauce,""16bCLnyzqVb6f1DuAY6ag3XgVnebpCK7i3"",""$1.49"",""329"","""","""""
"Scallops - 20/30,""19Ewm3GAwHh43SFwYeevG8LCp1YUMZX9mk"",""$8.17"",""330"","""","""""
"Wine - Prosecco Valdobiaddene,""1JNLNeUB64PNjiGRjimGWT4PKe8GYyFdU7"",""$5.59"",""331"","""","""""
"Dome Lid Clear P92008h,""1Fj2GGtjsiJtCAVT9V2bmTiz8yoSziSErr"",""$4.56"",""332"","""","""""
"Bar Mix - Lime,""1CKHBRyHniXsGt7iVxVAf6QD4RzsuPJvVv"",""$0.83"",""333"","""","""""
"Wine - Red, Pinot Noir, Chateau,""1LNdq83jKVPRuos5dSFmintjyRagxDNeqb"",""$1.49"",""334"","""","""""
"Apricots - Dried,""1Ao5kBRhzQtK7ZRZYwD5dWyCX8rye5kAss"",""$0.17"",""335"","""","""""
"Chips Potato Reg 43g,""1LCX7VdqZBsja1yPekKcgxfjbpfMb2jNpY"",""$4.04"",""336"","""","""""
"Shortbread - Cookie Crumbs,""16krUkxcnZioCSYRZXu5p9mBspLzpHYwce"",""$4.94"",""337"","""","""""
"Cranberries - Frozen,""16CrYQpdw5PWYoViPcAnqGcWak3YcEYepM"",""$9.47"",""338"","""","""""
"Miso Paste White,""1CocAgK5b2nTXZX18yWbHck4EmUEpCGUpj"",""$8.56"",""339"","""","""""
"Tea Leaves - Oolong,""15pDZWqsxf5Rbsi7ZNjijhWu3nVs3hWn8i"",""$8.33"",""340"","""","""""
"Anisette - Mcguiness,""1FgPUBQsr6FkeWgxbr2vjqfjgt5d6ncyfx"",""$5.78"",""341"","""","""""
"Shrimp - 16/20, Peeled Deviened,""14mbqQbaKipTEEiBdxAVKNyhKp5h2uUEnp"",""$3.26"",""342"","""","""""
"Five Alive Citrus,""1FHB6XF9WVTpyVD2VtS3Rd6uorDxjr7yAy"",""$8.64"",""343"","""","""""
"Oil - Shortening,liqud, Fry,""1Cu5z98udjRSVHnPW5Svwj8vLFpYFg4MKN"",""$2.30"",""344"","""","""""
"Coriander - Seed,""14ksmdfZ1aPYGs2hEV7NBnbFcq5MUkYqm6"",""$3.00"",""345"","""","""""
"Eel - Smoked,""19n2An3khHSi33qv94N1eZyPHzric7nXXC"",""$5.06"",""346"","""","""""
"Cookies - Amaretto,""12rtfuiFvm8GLqQf65voAha9ELG3ZM2hZD"",""$0.00"",""347"","""","""""
"Shrimp - Prawn,""1JzKM8neT5vr2wL5maFVosNL3YUSXKsacX"",""$9.57"",""348"","""","""""
"Cotton Wet Mop 16 Oz,""1Li8JvGvx4uzUKfYaCxJAhku3jgngAvczC"",""$8.98"",""349"","""","""""
"Soup - Campbells, Minestrone,""1H3Gv65WTaoh6vrfDs34H5tt26Tc2voncs"",""$9.30"",""350"","""","""""
"Cheese - Mix,""1QGf6ta7hAehkTdKjtYXLKuYDnm3TvJdd8"",""$3.05"",""351"","""","""""
"Oil - Olive Bertolli,""12iVESUxeisRt4u5zA6QGA8kspibbZtXMP"",""$0.72"",""352"","""","""""
"Sprouts - Alfalfa,""17iQH5T7wDuWWiVNEPwQtXbnpegkZXuqaq"",""$4.55"",""353"","""","""""
"Tuna - Fresh,""1aMcpB63hRVtyjQEtNJ9AT4e4wb4noH4V"",""$8.48"",""354"","""","""""
"Shiro Miso,""14LtddYZp7aeYN4WXUCDEX2AZamFWADXET"",""$1.50"",""355"","""","""""
"Sambuca - Ramazzotti,""1MqGnKHVy8XC5oKDC5Gv3rzpaGnaWPkVPn"",""$5.11"",""356"","""","""""
"Stock - Veal, Brown,""1F9v1Tpxt9Ae6P8FSfBb85jYxBzYRHcLz3"",""$0.39"",""357"","""","""""
"The Pop Shoppe - Black Cherry,""1J5bQV5SutQrAgpxTG2uQmZRmrUu16iB3D"",""$4.92"",""358"","""","""""
"Cheese - Marble,""1GGsf3QKYfmb1d7sRSHqfCENMSq3mG9ADx"",""$6.28"",""359"","""","""""
"Melon - Cantaloupe,""1EV4yhNs5NmhXLzZyNDAF7Gd4oqWQEjoph"",""$8.60"",""360"","""","""""
"Veal - Knuckle,""1HMdid7fGvQs3VUQY9vG7c3BDXJ9z2jnk3"",""$9.95"",""361"","""","""""
"Relish,""1GTRsfE2qNuThhF2ERtDkm15egQcNPYCAq"",""$7.89"",""362"","""","""""
"Cookies Oatmeal Raisin,""15ydB8ZpkaoW1Ne4sJEvZECZL6R4Y62yhF"",""$8.32"",""363"","""","""""
"Longos - Penne With Pesto,""16FLEgkZC7ZXMBCMcvz22KHExVJFnisfJv"",""$3.73"",""364"","""","""""
"Gatorade - Fruit Punch,""1VWJ1XADU5uLnY3yNvVykUGzGYoZ85SFX"",""$9.46"",""365"","""","""""
"Wine - White, Pelee Island,""14tYzRhRr8Sv6LjChy9DysGgb3baEftk7C"",""$1.02"",""366"","""","""""
"Appetizer - Seafood Assortment,""1K1CuYzhJYCgCYYHLrb48CyF7nQ5jSMqS6"",""$3.56"",""367"","""","""""
"Mushroom - Lg - Cello,""1CKx4AaeWctu1C7zvCpVFUWjUSnrUiJorj"",""$2.14"",""368"","""","""""
"Pork - Caul Fat,""1Bb7QVdhT7mY9CdhsuVgwoVszZTYPoUPKe"",""$2.94"",""369"","""","""""
"Vinegar - Balsamic, White,""1HR8rhXG8Eg56fthyayssrqQT5qoY7dHej"",""$4.25"",""370"","""","""""
"Pork - Suckling Pig,""1NDm6C5DxnZ2PT2v8n4fpwUKdE8SXoAV5M"",""$3.31"",""371"","""","""""
"Tea - Grapefruit Green Tea,""1QE1JdyU8R1SVhRLRPt7Pthe3rFX6cLAYN"",""$3.50"",""372"","""","""""
"Ecolab - Balanced Fusion,""13cvFgKRsom3awx1gEwCNkzzMkBHdXPzoE"",""$3.56"",""373"","""","""""
"Munchies Honey Sweet Trail Mix,""15RtUpJyK9tngrPedAFbufpkhcoQ6KCbGQ"",""$9.44"",""374"","""","""""
"Vodka - Hot, Lnferno,""1MHijXm6i4swK9hn9bPnwtbk3sepZxa7dt"",""$9.28"",""375"","""","""""
"Pear - Packum,""1Pn7VRmFQEWDK6mtG3Q55NALGRCCxBPuz2"",""$3.85"",""376"","""","""""
"Pears - Fiorelle,""1Nni3cXtZyvpvvU2CtxdSRXDSnZEWuesCH"",""$5.82"",""377"","""","""""
"Crab - Meat,""1Jx8RdwahoiR8HCMbhR4xTGAUhJm6AKabQ"",""$1.05"",""378"","""","""""
"Apples - Sliced / Wedge,""1M2BZR79U4EnWWER7epU5sFZ8CBEgkL7kp"",""$2.25"",""379"","""","""""
"Olive - Spread Tapenade,""1MotkqSrz4LrNHw3ZEP1VH5Qp3wP4JPi5H"",""$0.32"",""380"","""","""""
"Soup V8 Roasted Red Pepper,""1GbRCsnmHw9fqVXYdsz1m7nZc4MKFqkvUo"",""$6.49"",""381"","""","""""
"Longos - Penne With Pesto,""12dAAMF4Pa6xEBcgX1JzmGdvgFuVWtJG7x"",""$2.39"",""382"","""","""""
"Baking Powder,""1JFKk7VJgHS7zsqPvtswCscJmLrYhhxn8H"",""$7.61"",""383"","""","""""
"Hot Choc Vending,""1GXcYZyfQ5BVggbwF5vGJ54dpBwPcDdMqr"",""$8.47"",""384"","""","""""
"Cookies - Assorted,""14jqjaYJLAF5BcQpdRQo98ajbZbDtTXZCS"",""$3.72"",""385"","""","""""
"Pastry - Cheese Baked Scones,""1NqmnXocxsjaBnaHgqmVL3VqVGwzmBbtXk"",""$6.15"",""386"","""","""""
"Wine - Ice Wine,""17yFzonZbRpQSLvFoRNFrSDUHP7RRhYa4r"",""$2.66"",""387"","""","""""
"Beer - Mcauslan Apricot,""1JQiBvy7vLXL96WT6kUr75dVV3zhpxSBN2"",""$6.36"",""388"","""","""""
"Tart Shells - Savory, 3,""1LzAL8ZdjmCLk5eH39tUhos8AfKR5jgKqk"",""$2.41"",""389"","""","""""
"Wine - Zonnebloem Pinotage,""1Ag9fddLuLL2uawVjNP4NJ5vQotBLpFakg"",""$0.56"",""390"","""","""""
"Pork - Ham, Virginia,""18mn4Rj7cFPDXSr2fcgvv5G5YKidP7FLfi"",""$1.91"",""391"","""","""""
"Veal - Kidney,""1DxY2XJY5YDUgdQ2zRT4y8j6rPbmQJ2fNu"",""$4.46"",""392"","""","""""
"Wine - Muscadet Sur Lie,""1CVCpiAfu7PiDdFRyYCLyKkJ4wGs3A9SeS"",""$8.95"",""393"","""","""""
"Mushroom - King Eryingii,""1EBCW8m5UZSwTgRJhqrus7Gs9KnHPtfGYP"",""$2.43"",""394"","""","""""
"Onions - Cooking,""1NtUPZ2aQdGTxJKF698Kr2gmcqhyNW1ity"",""$0.84"",""395"","""","""""
"Bread - Hot Dog Buns,""1Kw819prse4MgJ8mcK6ryTASre3wWvPE9G"",""$7.26"",""396"","""","""""
"Cocoa Butter,""1CSuhLPgHRqmQquWKmJF2C41YYk9ZNcJ8o"",""$8.39"",""397"","""","""""
"Lettuce - Arugula,""1NZTk6aztDxedPT4NE22Fqa6aLy2tvnmZw"",""$8.44"",""398"","""","""""
"Bread - Triangle White,""1BvXJmsKQZmQu8PXrPmK29KSsgzkxpqJ7D"",""$7.45"",""399"","""","""""
"French Kiss Vanilla,""1Eker5DrpdN33URYH4w2DrsMUtvFAtDY5E"",""$2.34"",""400"","""","""""
"Wine - Vidal Icewine Magnotta,""13AdkVcEb2RsgNNA6KFqa9v447cbM2NEuy"",""$3.51"",""401"","""","""""
